source_file,week_index,metric,value
POV-Weekly-Metrics-08-27-2023.pdf,7,expanded_turn_time,37.7
POV-Weekly-Metrics-08-27-2023.pdf,0,single_move_turn_time,30.1
POV-Weekly-Metrics-08-27-2023.pdf,1,single_move_turn_time,27.7
POV-Weekly-Metrics-08-27-2023.pdf,2,single_move_turn_time,31.0
POV-Weekly-Metrics-08-27-2023.pdf,3,single_move_turn_time,35.0
POV-Weekly-Metrics-08-27-2023.pdf,4,single_move_turn_time,31.6
POV-Weekly-Metrics-08-27-2023.pdf,5,single_move_turn_time,32.1
POV-Weekly-Metrics-08-27-2023.pdf,6,single_move_turn_time,30.2
POV-Weekly-Metrics-08-27-2023.pdf,7,single_move_turn_time,31.0
POV-Weekly-Metrics-08-27-2023.pdf,0,dual_move_turn_time,41.8
POV-Weekly-Metrics-08-27-2023.pdf,1,dual_move_turn_time,40.2
POV-Weekly-Metrics-08-27-2023.pdf,2,dual_move_turn_time,44.3
POV-Weekly-Metrics-08-27-2023.pdf,3,dual_move_turn_time,48.7
POV-Weekly-Metrics-08-27-2023.pdf,4,dual_move_turn_time,44.2
POV-Weekly-Metrics-08-27-2023.pdf,5,dual_move_turn_time,43.2
POV-Weekly-Metrics-08-27-2023.pdf,6,dual_move_turn_time,41.5
POV-Weekly-Metrics-08-27-2023.pdf,7,dual_move_turn_time,42.8
POV-Weekly-Metrics-2025-11-30.pdf,0,gate_moves,8655.0
POV-Weekly-Metrics-2025-11-30.pdf,1,gate_moves,7629.0
POV-Weekly-Metrics-2025-11-30.pdf,2,gate_moves,9455.0
POV-Weekly-Metrics-2025-11-30.pdf,3,gate_moves,9956.0
POV-Weekly-Metrics-2025-11-30.pdf,4,gate_moves,7843.0
POV-Weekly-Metrics-2025-11-30.pdf,5,gate_moves,10072.0
POV-Weekly-Metrics-2025-11-30.pdf,6,gate_moves,8279.0
POV-Weekly-Metrics-2025-11-30.pdf,7,gate_moves,6431.0
POV-Weekly-Metrics-2025-11-30.pdf,0,reservation_moves,6881.0
POV-Weekly-Metrics-2025-11-30.pdf,1,reservation_moves,5765.0
POV-Weekly-Metrics-2025-11-30.pdf,2,reservation_moves,7320.0
POV-Weekly-Metrics-2025-11-30.pdf,3,reservation_moves,7729.0
POV-Weekly-Metrics-2025-11-30.pdf,4,reservation_moves,6041.0
POV-Weekly-Metrics-2025-11-30.pdf,5,reservation_moves,7870.0
POV-Weekly-Metrics-2025-11-30.pdf,6,reservation_moves,6177.0
POV-Weekly-Metrics-2025-11-30.pdf,7,reservation_moves,4897.0
POV-Weekly-Metrics-2025-11-30.pdf,0,reservations_missed,190.0
POV-Weekly-Metrics-2025-11-30.pdf,1,reservations_missed,168.0
POV-Weekly-Metrics-2025-11-30.pdf,2,reservations_missed,328.0
POV-Weekly-Metrics-2025-11-30.pdf,3,reservations_missed,221.0
POV-Weekly-Metrics-2025-11-30.pdf,4,reservations_missed,199.0
POV-Weekly-Metrics-2025-11-30.pdf,5,reservations_missed,233.0
POV-Weekly-Metrics-2025-11-30.pdf,6,reservations_missed,150.0
POV-Weekly-Metrics-2025-11-30.pdf,7,reservations_missed,169.0
POV-Weekly-Metrics-2025-11-30.pdf,0,reservation_share_pct,79.5
POV-Weekly-Metrics-2025-11-30.pdf,1,reservation_share_pct,75.6
POV-Weekly-Metrics-2025-11-30.pdf,2,reservation_share_pct,77.4
