seed_block,seed,policy,path,weighted_cost,mean_queue,terminal_yard_backlog,late_horizon_drift
0,41000,feedback_tracker,19,0.27102572666180846,11.179347826086957,15.0,0.001013459259805815
0,41000,feedback_tracker,20,0.2611234133088637,10.717391304347826,7.0,0.0023614468812798665
0,41000,feedback_tracker,21,0.23082522417213253,6.428442028985507,3.0,-0.0007170170009418444
0,41000,feedback_tracker,22,0.22357658286778476,5.653079710144928,2.0,0.00042035772724708005
0,41000,feedback_tracker,23,0.24942780724008004,8.194746376811594,7.0,-0.005383324146372163
0,41000,feedback_tracker,24,0.21294798582435984,7.273550724637682,8.0,0.0026805129362540638
0,41000,feedback_tracker,25,0.2471292009081586,8.91123188405797,1.0,0.0021600028645957664
0,41000,feedback_tracker,26,0.26541983920555273,10.656702898550725,2.0,-0.0008470088845871727
0,41000,feedback_tracker,27,0.2317242277953208,6.778985507246377,0.0,-0.000746205495683575
0,41000,feedback_tracker,28,0.2231485473510922,6.131340579710145,0.0,4.041901223529616e-05
0,41000,feedback_tracker,29,0.24516020267139838,8.557971014492754,2.0,0.0018317679330205425
0,41000,feedback_tracker,30,0.24563473830279206,8.130434782608695,2.0,-0.0011909231376872294
0,41000,feedback_tracker,31,0.24104886497044783,9.288949275362318,0.0,0.006006970516365088
0,41000,feedback_tracker,32,0.23029986185329218,6.675724637681159,0.0,0.0040163477272036775
0,41000,feedback_tracker,33,0.2534415848019505,9.206521739130435,3.0,0.0050724504012604225
0,41000,feedback_tracker,34,0.25469885198229547,8.21195652173913,0.0,-0.0008711517845129536
0,41000,feedback_tracker,35,0.23309424591126374,7.109601449275362,9.0,4.410826435878628e-05
0,41000,feedback_tracker,36,0.22704713518473574,6.895833333333333,9.0,0.004166630497528201
0,41000,feedback_tracker,37,0.21832556574366496,6.086956521739131,1.0,-0.0029892707867655677
0,41000,feedback_tracker,38,0.2360856408387991,7.269021739130435,1.0,-0.002298621087765138
0,41000,feedback_tracker,39,0.23417214446198673,7.323369565217392,13.0,-0.0005058073168720351
0,41000,pto_high_fidelity,0,0.07609183972957687,2.4719202898550723,0.0,0.003197116740958077
0,41000,pto_high_fidelity,1,0.08019510059914241,2.7454710144927534,0.0,-0.006424778319350345
0,41000,pto_high_fidelity,2,0.08018151364262024,2.744565217391304,0.0,0.003005872421321273
0,41000,pto_high_fidelity,3,0.08927118755566386,3.3505434782608696,0.0,0.00039816796079844097
0,41000,pto_high_fidelity,4,0.09143151364262071,3.494565217391304,3.0,0.006286539872134862
0,41000,pto_high_fidelity,5,0.07293966581653316,2.261775362318841,0.0,0.0007989943532741027
0,41000,pto_high_fidelity,6,0.08977390494696831,3.3840579710144927,2.0,-0.0017327006627632932
0,41000,pto_high_fidelity,7,0.08156738320783793,2.8369565217391304,4.0,-0.005201519971874878
0,41000,pto_high_fidelity,8,0.08232825277305528,2.88768115942029,22.0,-0.0002661686899682724
0,41000,pto_high_fidelity,9,0.07798042668609867,2.597826086956522,1.0,0.0037288030764022415
0,41000,pto_high_fidelity,10,0.07666249190348984,2.509963768115942,0.0,0.0031473660909986587
0,41000,pto_high_fidelity,11,0.08130923103392468,2.8197463768115942,0.0,0.0016752459863107045
0,41000,pto_high_fidelity,12,0.0795429266860986,2.7019927536231885,0.0,0.0013573192591981736
0,41000,pto_high_fidelity,13,0.08289890494696846,2.925724637681159,5.0,0.004758321433686779
0,41000,pto_high_fidelity,14,0.08541249190349022,3.0932971014492754,0.0,-0.0005658119175864478
0,41000,pto_high_fidelity,15,0.08148586146870727,2.8315217391304346,9.0,-0.0005991779478209541
0,41000,pto_high_fidelity,16,0.08529020929479451,3.085144927536232,0.0,-0.0036405322939769705
